polarity,review
1.0,"As I promised.. I’m back! Had unprotected sex on 12/17 and 12/18 took a plan b on the 18 (days before ovulating). My expected period was on 01/8-01/10 but it was 23 days late!! I had taken plan b before but it never delayed my period this much. Best believe I was freaking out! I took about 3-4 pregnancy tests and they were all negative. Please please relax and think positively, if needed take a test after your missed period to get some peace of mind. You got this"
1.0,"Okay I’m gonna do a review . Y’all this pill works !! I had sex on January 21st, (unprotected he pulled out though) and it was 6 days before my period was due . Which was a low chance of getting pregnant but I wanted to be safe anyways . I took the pill the next day within 24 hours and I didn’t experience symptoms till a few days ago and my boobs were sore like they normally are on before my period . I calmed down these reviews helped me so much and it only delayed my period for 4 days . I just got it today !!❤️ Trust the process the pill, and don’t freak out to much you will be fine"
1.0,"Hey guys please trust the pill. It worked for me. But it delayed my periods for like six days. So girl don’t stress, the more you do so, the more your period blood doesn’t come. First day I had old blood coming out as spotting, dark red & brown. I went on Google and please stay away !!! Google showed up to mean I’m pregnant blah blah implantation… so girl you don’t wanna know all of that. Relax & trust the pill especially if you took it before time."
1.0,"I’m going to write this post because a lot of the reviews on here calmed me down a lot. I took a plan B because the condom slipped off inside me, and he was sure that he didn’t ejaculate yet but I saw so many posts and articles saying that precum can still get you pregnant. So, I took plan B 40 minutes after the sex. I didn’t really get any side effects from taking it. A week after taking it, I started getting brown discharge which was very similar to implantation bleeding and I was freaking out so much. It was too early to take a pregnancy test, so I waited a week to take one. I’m so glad I waited because I finally got my period ! this pill really does work and it’s really helpful to stay off of google and doing all the research about it."
1.0,It was my first time taking Plan B. The condom had come off so we a lil scared. I waited around 12 hours before actually taking. The symptoms for me personally started around 6 hours after the pill. I started getting cramps and my boobs became sore. After that I started getting pregnancy symptoms which freaked my boyfriend and I out a little. But in the end I ended up getting my period 2 days late. Trust in the pill and don’t overthink every little thing. Try not to stress either cause it’ll only delay your period causing you to stress even more. Trust me it happened to me. Also it was after I had ovulated but I didn’t wanna risk anything.
1.0,"Had unprotected sex the same day I ovulating. When I realized the condom broke, I immediately freaked out. I took the morning after pill 10 hours after the deed. I was so nervous when I read it didn’t work if you’re ovulating. I guess everyone’s body is different because it worked for me. My period was a day late, but it came and I’m so relieved. Trust in the pill!"
1.0,"First of all, get off of the reviews and just take the dang thing and trust it lol. I am in my mid 20s and married and I am not ready to have children just yet. My husband and I had sex on New Years and he fully went inside of me (with my consent) and I am not on any type on contraception. The next day according to my Flo app I realized it was one of my most fertile days leading to ovulation. I freaked out and asked my husband to purchase me some plan b and took it within 24 hours.  I spent the past few weekends anxious and googling everything and taking multiple pregnancy tests. Yesterday I started my period 2 days early and I felt fine. No excessive cramps or side effects or anything at all. I did have an excessive amount of discharge for the first week after the plan b though."
1.0,"***LADIES PLEASE READ THIS IF YOU ARE NERVOUS*** First off, get off Google, it will freak you out like it did to me! This is the only website that helped me so I swore I’d come back when I got my period. I’m on the pill, but was ovulating and also taking an antibiotic that DOES affect the pill. I had sex no condom on Dec 31, Jan 3, and Jan 4. On Jan 4 the guy was unsure if he came inside or not so I took plan b. It’s now Jan 16 and I got my period! I had every pregnancy symptom though - nausea, fatigued, headache, sore boobs, cramps. I swear I was pregnant but TRUST THIS PILL!"
1.0,"I promised I’d write a review if my period came and it officially did today! After having an accident on the 25th of December I took the pill that following Tuesday which was a little late to do so take it as soon as possible! But none the less I freaked out so much by over thinking so don’t try to stress yourself. I got my period after 46 days which was the longest in a while for me and don’t let others or the stupid internet scare you even more, stay calm you got this and talk to someone. 
Don’t do this alone. YOU GOT THIS!!!!"
1.0,"I had sex with my girlfriend twice during her ovulation circle. Immediately after our sweet sex we got the emergency contraceptive pill. We thought it won't work because we learnt from what we read online that the pills doesn't work during ovulation. She panicked and was worried sick. So finally after going for a test that came out negative, she saw her flow which came 2 weeks late. 
The pill worked but it sure delayed her menstrual period. 
So if you are reading this and you are faced with the same challenge, don't worry trust the pill and pray"
1.0,"Hey, everyone! Just like all the girls here I swore that once I get my period I'll come and write my experience here. I see most of the reviews here telling how bad the symptoms were for them and since I didn't show any side effects of the drug I was worried sick! 
I was in my most fertile days including the day of ovulation when I had unprotected sex and I took in a total of 3 pills throughout those days( I know, very stupid). I went insane every day trying to monitor every small change that was happening in my body and it honestly stresses you out. I just have to let you all know that don't worry, Plan B actually works! It works differently for different people. And for anyone wondering, I am a little bit on the heavier side and it worked completely fine for me."
1.0,"Alright this is only day 2 of taking Plan B and I am writing this review because anxiety is so hard on me. I know I shouldn't be lurking around on Google about this because it just makes me feel worst. Anyway I'm panicking because I think I was on my fertile window when the deed went down, my partner and I did 3 rounds on the same day and about 2 hours later got Plan B. As of right now I have not gotten that many symptoms aside from cramps that lasted 2 minutes and nausea which I think is just caused by my anxiety. Anyway I'm just really hoping this works and I will make sure to update you girls on how everything went. :'0"
1,"I'm 45 this is is my 5th implant absolutely loved it, no side effects whatsoever but after my 3rd implant I started getting migraines sickness mood swings, heavy bleeding, had it removed was put on the pill, fell pregnant after having my daughter I decided to give the implant another go which yet again no side effect but after my 5th implant which was put in last year, my mood swings got severe started getting hot & cold flushes so went back to the docs and only to be told the levels of the implant had affected my FSH hormone levels which were very high so its caused me to go into premenopause even though my pre menopause levels were ok I'm now having to have the implant taken out & being put on HRT treatment. My SIL and my nieces all have the implant with no problems at all."
1,"I had my first implant in 2007 and bled for months which I think was normal as the body was getting used to it. Then light bleeding. First 3 years was great. Had the second implant in 2020 then all I started having all kind of issues - mood swings, depression, crying for no reason, low sex drive and the worst part was really heavy blood clots and was admitted to the hospital in 2021 due to that. After that blood clot, I started bleeding for 2 weeks every months. It's 2022 now and I can't do it it anymore. I can't enjoy sex life, always cranky, moody and unhappy with life. Going to get it removed next week. It's a great implant to have, not to worry about pills, very cheap but not for everyone. I think everyone should try but if it doesn't work, take it out."
1,"My gynecologist recommended this IUD as I didn’t want to take a pill everyday, and also had thought about using a diaphragm (heavily outdated though), so I opted for Kyleena. Insertion didn’t really hurt but I did feel some pressure. My doc gave me an prescription before  for misoprostol which helped dilate my cervix so insertion wasn’t as painful (and it wasn’t), but it wasn’t a walk in the park thanks to my nerves. For the next few months, I’ve had mild side effects eg slight mood swings, irregular periods, mild acne, and twinges of cramps when my period was near. But that’s really all I’ve had. It made my periods lighter and the acne has since subsided. It’s been nearly six months and I really do like this IUD. Highly recommend it!"
1,"I just wanted to share my experience. For me personally, there was no pain at all when Kyleena was inserted (I do have two children, so that might be why), nor I had any significant pain in the days after. I am in Europe and there was no pain relief provided nor was it necessary. I had light spotting for a month and then couple of months of unpredictable period, which settled into a normal cycle at around three month mark. I now have slightly longer period but very very light flow. My skin did not get worse and I I did not gain weight. I have had a rough year so it is hard to say whether the IUD affected my mood. I have had it for a year now and I'm very happy with it. I do feel very sorry for people who have had terrible experience."
0,"I got Kyleena inserted towards the end of September and have had it now for 6 months. The insertion was painful, but definitely bearable. I bled/spotted lightly for about 3 months straight, and although long periods of bleeding, it was an extremely light flow. The concept of Kyleena is amazing and you can't even tell it's there. Fast forward to now, I am now developing severe anxiety, brain fog, and intense feelings of worry/paranoia which is interfering with my daily life. I experienced my first panic attack one month after insertion, with increased anxiety, but it was manageable and I expected things to get better with time. Now, this has become a daily struggle and I feel like I've lost my sense of self. Luckily I've never had any pain or cysts, no increase in acne, no dryness, and my libido has stayed the same. I'm sad I have to get it removed, but it is not worth the mental side effects."
1,"I came back here to try to see if there's anyone in the same position as me who's about to get it switched out for the first time, but I don't see any of that.  Anyway, I thought I'd share my experience for people trying to decide as I'm coming up on the 5 year mark of having it.

Pros: Little to no period after the first several months.  This is WAY nicer than I thought it was going to be. Zero pregnancy scares while having unprotected sex. Don't have to remember to take a pill.  

Cons: I have a very high pain tolerance and almost fainted after insertion, I really wasn't expecting that to be a problem for me.  I had some type of bleeding or spotting everyday for a good 6-7 MONTHS.  Again, after that basically no period for 4 years.  I did get acne that took me a year to figure out how to manage and I've never had acne before.  After 2 years I did gain quite a bit of weight I can't seem to lose.  I do have bad anxiety, but I've always struggled with this a little."
1,"I have had my Kyleena IUD in for 4 years.  Overall, I highly recommend this IUD.  It’s nice to not have to worry about birth control for 5 years.  I have not experienced any mood changes with this form of birth control, which I did experience with birth control pills.  Also, no weight gain or changes in libido.  The cons for me have been the following:  had heavy periods for the first 9 months, random cramping on and off especially the first year, oily skin (honestly, doesn’t bother me anymore since I know how to take care of my skin, my skin is already oily to begin with) and unpredictable spotting at times.  With all that said, I would get this same IUD because the pros outweigh the cons for me."
0,"The initial insertion was ok, and then I had a kind of brown sludge discharge that lasted for 4 months. It finally stopped, and the good news was my period had stopped along with it. I didn't notice many adverse effect until the 2.5 - 3 year mark. After having this in long term, my hormones went crazy. I developed panic attacks, anxiety, brain fog, insomnia, and have never had any of these things in my life. I spoke with many psychologists and finally upon advice from my therapist, I took the Kyleena out and had my hormones tested. My progesterone (calming hormone Kyleena releases) was almost 0. Your body becomes dependant on the birth control. If I had knows the havoc this would cause, I would have never gotten the IUD. Hormonal birth control can cause SO many long term problems doctors don't warm you about, and many of my friends had the same crash. If you do choose to get this IUD please please closely observe how it impacts your body. IMO NOT worth it at all."
1,I got Kyleena inserted about a month and a 1/2 ago. I forgot to take ibuprofen so I was very nervous about it. I tried to relax my body during the procedure to prevent pain as much as possible. It was 9/10 painful at the worst part and I bled a lot afterwards for two days. The first period afterwards was pretty painful and lasted two weeks with lots of painful cramps. My second period also has lots of painful cramps so far. I have tested the effectiveness three times and so far it works for birth control. I figure the pain and cramps will eventually subside within the next months. The cramps are extremely painful and ibuprofen and heat don’t help. I read all of these reviews before and knew it wasn’t going to be fun but I hope it’ll be worth it after my body adjusts.
1,"I want to share my experience because I know that I was reading patient experiences nonstop before I had my procedure! I had Kyleena placed a few days ago and I will admit that the placement was very painful. I became very hot and nauseated from the pain, but it dissipated shortly after the IUD was placed.  I took 800 mg of ibuprofen and a 0.5 mg tablet of alprazolam. I cramped a lot the same day, the cramps were pretty severe but nothing that ibuprofen couldn’t help. After my procedure, my physician did an ultrasound on me to ensure the IUD was in the correct spot, and it was! The next day, I had no cramps and no other symptoms! I highly recommend Kyleena! Don’t stress yourself out with the negative reviews. Everybody has a different body with different responses, so don’t assume that your body will have the same response as someone else :)"
1,"I noticed a persistent amount of acne along my jawline, below the corners of my mouth as well as on my back and neck while using Kyleena. I noticed a particular uptick of acne/blackheads after my period finally subsided (this took over 20 months to occur).  The same thing happened to me in my early 20s while on a hormonal IUD (Mirena)."
1,p>		“Had Mirena for 5 years inserting it was fine spotting occasionally for 3/4months then nothing except a rare spotting had it removed in December and replaced with Kleena. I only use it to control my bleeding. Insertion was incredibly sore this time but I think it was because I was ovulating and I normally get pain and swelling with it.  Then I bled in January for almost a week nothing in February but bleeding again now with cramps I hope it will go back to no bleeding as this is why I have it as I've been sterilised since my last c section”</p
1,"I have had my Kyleena for the full 5 years. Compared to other forms of birth control this is by far my favorite and affected me the least. That being said there still were some effects. After the incredibly painful but not unbearable insertion I bled for 2 months straight. After that I barely bled at all during my periods. If I took my adderall or sertraline they got much light and I might only spot for a day or 2. Stop the adderall and they come back. I did see an increase in anxiety and depression symptoms but cannot attribute it completely to Kyleena as there were other situational, environmental, medical and physical factors involved.  As far as BC goes this sucker is solid tho."
0,I have had the IUD in for 4 months. For the first three months I had severe stomach pains that were debilitating (I was on vacation - I still today have stomach pains and have to take at least 2 pain relievers a day. I have bled heavily from the start (I never had long or heavy periods in my life). I have noticed my weight has gone up and is so so hard to lose weight. I am constantly bloated and my boobs have grown two cup sizes up. I have been so tired for the past 4 months (I have gotten used to this fatigue) and in terrible moods. Booked in for removal.
1,"I've had my Kyleena for over 3 years and had it taken out almost 2 weeks ago. Please keep in mind everyone is different, and this is my personal experience. I loved Kyleena when I first got it and the duration for the following reasons. My acne got better, eventually my periods would either not show up or be very short like 2-3 days, I no longer experienced much cramping, and I didn't have any complications. Yes, the application and removal HURT! but only for a few moments. Now the negative effects that I experience were weight gain, severe irritability,  varied lengths of depression episodes, and insomnia. Having taken it out I've been slightly more emotional and sensitive, but I'm assuming that's my hormones. However I've had an extreme burst of energy since it's been removed. I do recommend it, but beware the moods."
1,"I just got my Kyleena iud removed after 4.5 years. Once inserted, I spotted for about 30 days and never had another period for the duration of having Kyleena. I got the MOST PAINFUL ovarian cyst and it took about 3 months to go away. Worst. Pain. Ever. Then my skin went from dry to OILY. So oily. Especially my eyelids. Then I developed eczema on my eyelids due to the excess oil production. I lost hair by the chunks. My hair is about 1/4 of the thickness it use to be 4.5 years prior. I gained about 5lbs per YEAR. So I was 120 when inserted and the heaviest I got was 150 around year 4 and then started exercising and eating healthy and the lowest I could get down to was 140 (which was SO HARD, it was not hard for me prior to Kyleena) I nearly completely lost my sex drive and became very detached emotionally around year 3-4. Now after 24 hours after removal and I’m having the weirdest uterine spasms and light withdraw bleeding. Removal was very very easy and painless."
0,"I have had this IUD for a year and a half. The insertion was unbearable. IMO pushing a whole baby out of my vagina was less painful (probably bc I was able to take real pain meds instead of a low dose of iBuprofen). I have “spotted” the entire time. My gynecologist even prescribed pills and IB to stop the bleeding, which it did, but maybe only for a week. I have periodic slight cramping, even when I’m not on my period and occasional clotting discharge. About a month ago, my breasts were so sore they felt like they were on fire. They have never felt like that since I was pregnant, so of course I was terrified and took a pregnancy test. Thank goodness I wasn’t pregnant! But still scary. The main reason I decided to have the IUD inserted was to hopefully have no periods. My regular periods without birth control were light and only lasted 3 days. Now I have been bleeding for almost 2 years straight. I plan to have this removed very soon and use a different birth control method."
0,"I have had Kyleena in since 2017. The insertion wasn’t terrible, I felt cramps during insertion but then was given meds and had cramps for the remainder of the day. I did have periods while having it and my cramps (which were pretty much non-existent before Kyleena) were extremely painful right before I would get my period. I experienced extreme side-effects from having the IUD such as weight loss, depression, and severe anxiety. I will say I never had a problem with getting pregnant as the IUD did it’s job. I will be getting it out in April due to the side-effects I can just not deal with anymore. I honestly do not recommend this to anyone at a younger age as I got mine when I was 16 and it is still effecting my mood everyday, even when I’m not on my period. It worked for not getting my pregnant but the side-effects are just not worth it."
0,"I got the Kyleena about a year and a half ago.  Insertion was terrible. Cramping, pinching, light headed, and intense stomach pain. I gave it a few days thought that it would go away. I ended up cramping on and off the whole time. But I thought that was okay to have the satisfaction of no protection and no periods. Fast forward I decided to get it removed when my boyfriend began getting cuts during sex. Not to mention the mood swings, dry vagina, frequent yeast infections and UTIs. They attempted to go in 2 times to remove it. They couldn’t find it. They took an ultrasound and spotted it and attempted to go in AGAIN to remove it. They were using all kinds of clamps to find it. And could not find the strings. Finally they decided I needed to go under to have it surgically removed. That was today. I had it surgically removed today. They found it attached to my uterus with the string wrapped all around it. DO NOT GET THE IUD"
0,"So I just want to start this off by saying I’m sure Kyleena works for some but not for everyone. I don't do well with hormones. When I was researching I found ParaGard. Which had no hormones. I went to my gynecologist and I told her I wanted the Paragard and absolutely no hormones. She mentioned  kyleena but I still said I didn’t want any hormones. So I thought we agreed on ParaGard. I get the IUD inserted and it was painful something I never felt before but nothing I couldn’t live with. I have really bad cramping in the beginning, then it got better. After the 2 1/2 month came around I would get random swings of extreme depression and anxiety. It was affecting my personal and professional life. I thought I was going crazy. I later found out she put the wrong one at it was kyleena. Ladies I really recommend being very stern with what you want to your doctors and before you do anything is going to mess with your hormones. Get them tested to see if it will work with your body."
0,"I'm on my 5th year of the Kyleena. I'm having it removed tomorrow. 

Insertion: Hurt so bad. I believe I was given Naproxen (Aleve) prior to the appointment, but it didn't help. The doctor actually laughed at me and scolded me, asking me how I'd ever have children if I couldn't even handle this. Um, excuse me, but isn't the point of getting the IUD to NOT have children? Anyway, it hurt, and I recall feeling like I was being split in half. I think I cramped for a few days afterwards. 

Since insertion: Chronic pelvic pain (due to tight pelvic floor muscles. Could be due to the IUD as it started a month after), a cyst rupture, surgery to test for endometriosis (due to the pelvic floor pain), bloating, really light, short periods (yay), and possibly mood swings. I'm not entirely sure if the mood swings are caused by the IUD, but I guess I'll find out after this week. 

4/10. Never had pelvic floor pain prior to the insertion of the IUD. Now my uterus is the bane of my existence."
1,"I had Kyleena placed about 10 months ago and overall am happy I did it! However, I LOVED my pill and sad that I  having to change to a progestin-only option, though the gyno convinced me it was necessary (I’m a clotting risk & have family hx of breast cancer). I picked Kyleena as I am a smaller person that has never given birth and I preferred the low dose option over Mirena. When I went in for the insertion it was definitely uncomfortable and painful, but super quick. I took about 800 mg of ibuprofen an hour beforehand and brought a stress ball to squeeze... haha. Immediately after, I had some cramping and discomfort that lasted a few days and the spotting progressed to a heavier bleed as I was beginning to have ovulating periods again. Now that it’s been almost a year, I get some bad cramps at times before a (nonexistent) period (very light spotting). The cramps are manageable with midol! Mirena gave my sister cystic acne, but I have kept my clear skin with kyleena and my libido is back!"
0,"I had it inserted early December 2021. I basically had to sing because while I was on two pain medications it wasn't enough and felt like I was getting stabbed down there during the insertion and nearly passed out. For the next 5 weeks I was bleeding heavily and cramping, my hips and back were hurting all the time including a comfortable sleeping position so I go to sleep in pain, my libido just disappeared and I went into a heavy severe depression with horrible  mood swings and suicidal thoughts for no reason. My gyno dismissed this as ""It's just the hormones, this just takes time"" and he canceled my last appointment to see if there's anything wrong with the IUD. I just wanted to stop my heavy periods and PMDD. I didn't know it was going to be like this."
0,"I had my iud inserted in April 2021. It did lighten the flow of my period a little BUT I have had my period since I had it inserted. Yes that is right 9 months straight! Between April 2021 and January 2022 I only had a total of 12 days period free. Which was great but I never knew when I would start bleeding again. Sex made my period start again as well. It wasn't just a little blood it was a regular heavy flow. Also, it was very difficult to keep any size tampon inserted. Between January 2022 and today I didn't have my period for 2 weeks then had sex and then it was back. Also, gained 20 pounds. I am very active and went to the gym 5 days a week. The weight would not come off. Getting it removed today!"
0,"I've had the kyleena over a year. 

It was good at the start then I started getting depression and anxiety waves. Before I knew it they were constant to the point I have an appointment booked for Saturday the 26 Feb, 2022 because I'd rather be off contraceptives and have my partner wear condoms and unprotected period sex because very very low chances there. 

Anyway. My partner picked up on the mood swings and more depression and anxious. 

In saying that. I have a history of depression and anxiety and when you do your research it states IUDs hormones ones have increased risk of the depression and anxiety and same with other hormones contraceptives. 

It's great if you don't have the history and all, but be very in tune with yourself and all because before you know it, you can end up like me. Constantly depression and anxiety waves for no good reasons. It's not healthy for me to be like this and I cannot wait to get this thing out"
0,"I'm finally gaining the courage to take it out. I've had it for a little over a year now, cervical shock when I had it put in. Passed out in the elevators leaving the appointment. Really rough six months afterwards. Cramping, suddenly I had ovulation pain that I'd never had before, acne, crazy painful breasts...but the reason I'm having it removed is the anxiety. My anxiety has been astronomical since getting this thing. Had my first panic attack after having it placed. Was told by several doctors it shouldn't have that effect but here we are."
0,"So I had paragard for 6 years I didn't want hormones because I'm super sensitive to them. I couldn't take the pain anymore with that one, I have bad cramps to begin with and it made it worse. 

My doc convinced me to try kyleena. I was nervous because I don't like hormones. Well, turns out I was right and I'm down right miserable. 

I've had it for 7 months. I've gained 12lbs and I'm an avid work out person who watches what they eat and it's almost impossible to lose weight. I feel bloated all the time. I have almost no libido which was never an issue. Vaginal dryness drives me insane which also wasn't an issue. And for me, I have the worst armpit and breast pain I've ever experienced. It won't end until my period comes. So I'm just in pain all month practically. It hurts to put deodorant on and put a bra on. I can't take it anymore so I will have it removed. 

I still have bad cramps so the hormones didn't help that and only gave me more issues."
1,"My gynecologist recommended this IUD as I didn’t want to take a pill everyday, and also had thought about using a diaphragm (heavily outdated though), so I opted for Kyleena. Insertion didn’t really hurt but I did feel some pressure. My doc gave me an prescription before  for misoprostol which helped dilate my cervix so insertion wasn’t as painful (and it wasn’t), but it wasn’t a walk in the park thanks to my nerves. For the next few months, I’ve had mild side effects eg slight mood swings, irregular periods, mild acne, and twinges of cramps when my period was near. But that’s really all I’ve had. It made my periods lighter and the acne has since subsided. It’s been nearly six months and I really do like this IUD. Highly recommend it!"
1,"I just wanted to share my experience. For me personally, there was no pain at all when Kyleena was inserted (I do have two children, so that might be why), nor I had any significant pain in the days after. I am in Europe and there was no pain relief provided nor was it necessary. I had light spotting for a month and then couple of months of unpredictable period, which settled into a normal cycle at around three month mark. I now have slightly longer period but very very light flow. My skin did not get worse and I I did not gain weight. I have had a rough year so it is hard to say whether the IUD affected my mood. I have had it for a year now and I'm very happy with it. I do feel very sorry for people who have had terrible experience."
0,"I got Kyleena inserted towards the end of September and have had it now for 6 months. The insertion was painful, but definitely bearable. I bled/spotted lightly for about 3 months straight, and although long periods of bleeding, it was an extremely light flow. The concept of Kyleena is amazing and you can't even tell it's there. Fast forward to now, I am now developing severe anxiety, brain fog, and intense feelings of worry/paranoia which is interfering with my daily life. I experienced my first panic attack one month after insertion, with increased anxiety, but it was manageable and I expected things to get better with time. Now, this has become a daily struggle and I feel like I've lost my sense of self. Luckily I've never had any pain or cysts, no increase in acne, no dryness, and my libido has stayed the same. I'm sad I have to get it removed, but it is not worth the mental side effects."
1,"I came back here to try to see if there's anyone in the same position as me who's about to get it switched out for the first time, but I don't see any of that.  Anyway, I thought I'd share my experience for people trying to decide as I'm coming up on the 5 year mark of having it.

Pros: Little to no period after the first several months.  This is WAY nicer than I thought it was going to be. Zero pregnancy scares while having unprotected sex. Don't have to remember to take a pill.  

Cons: I have a very high pain tolerance and almost fainted after insertion, I really wasn't expecting that to be a problem for me.  I had some type of bleeding or spotting everyday for a good 6-7 MONTHS.  Again, after that basically no period for 4 years.  I did get acne that took me a year to figure out how to manage and I've never had acne before.  After 2 years I did gain quite a bit of weight I can't seem to lose.  I do have bad anxiety, but I've always struggled with this a little."
1,"I have had my Kyleena IUD in for 4 years.  Overall, I highly recommend this IUD.  It’s nice to not have to worry about birth control for 5 years.  I have not experienced any mood changes with this form of birth control, which I did experience with birth control pills.  Also, no weight gain or changes in libido.  The cons for me have been the following:  had heavy periods for the first 9 months, random cramping on and off especially the first year, oily skin (honestly, doesn’t bother me anymore since I know how to take care of my skin, my skin is already oily to begin with) and unpredictable spotting at times.  With all that said, I would get this same IUD because the pros outweigh the cons for me."
0,"The initial insertion was ok, and then I had a kind of brown sludge discharge that lasted for 4 months. It finally stopped, and the good news was my period had stopped along with it. I didn't notice many adverse effect until the 2.5 - 3 year mark. After having this in long term, my hormones went crazy. I developed panic attacks, anxiety, brain fog, insomnia, and have never had any of these things in my life. I spoke with many psychologists and finally upon advice from my therapist, I took the Kyleena out and had my hormones tested. My progesterone (calming hormone Kyleena releases) was almost 0. Your body becomes dependant on the birth control. If I had knows the havoc this would cause, I would have never gotten the IUD. Hormonal birth control can cause SO many long term problems doctors don't warm you about, and many of my friends had the same crash. If you do choose to get this IUD please please closely observe how it impacts your body. IMO NOT worth it at all."
1,I got Kyleena inserted about a month and a 1/2 ago. I forgot to take ibuprofen so I was very nervous about it. I tried to relax my body during the procedure to prevent pain as much as possible. It was 9/10 painful at the worst part and I bled a lot afterwards for two days. The first period afterwards was pretty painful and lasted two weeks with lots of painful cramps. My second period also has lots of painful cramps so far. I have tested the effectiveness three times and so far it works for birth control. I figure the pain and cramps will eventually subside within the next months. The cramps are extremely painful and ibuprofen and heat don’t help. I read all of these reviews before and knew it wasn’t going to be fun but I hope it’ll be worth it after my body adjusts.
1,"I want to share my experience because I know that I was reading patient experiences nonstop before I had my procedure! I had Kyleena placed a few days ago and I will admit that the placement was very painful. I became very hot and nauseated from the pain, but it dissipated shortly after the IUD was placed.  I took 800 mg of ibuprofen and a 0.5 mg tablet of alprazolam. I cramped a lot the same day, the cramps were pretty severe but nothing that ibuprofen couldn’t help. After my procedure, my physician did an ultrasound on me to ensure the IUD was in the correct spot, and it was! The next day, I had no cramps and no other symptoms! I highly recommend Kyleena! Don’t stress yourself out with the negative reviews. Everybody has a different body with different responses, so don’t assume that your body will have the same response as someone else :)"
1,"I noticed a persistent amount of acne along my jawline, below the corners of my mouth as well as on my back and neck while using Kyleena. I noticed a particular uptick of acne/blackheads after my period finally subsided (this took over 20 months to occur).  The same thing happened to me in my early 20s while on a hormonal IUD (Mirena)."
1,p>		“Had Mirena for 5 years inserting it was fine spotting occasionally for 3/4months then nothing except a rare spotting had it removed in December and replaced with Kleena. I only use it to control my bleeding. Insertion was incredibly sore this time but I think it was because I was ovulating and I normally get pain and swelling with it.  Then I bled in January for almost a week nothing in February but bleeding again now with cramps I hope it will go back to no bleeding as this is why I have it as I've been sterilised since my last c section”</p
1,"I have had my Kyleena for the full 5 years. Compared to other forms of birth control this is by far my favorite and affected me the least. That being said there still were some effects. After the incredibly painful but not unbearable insertion I bled for 2 months straight. After that I barely bled at all during my periods. If I took my adderall or sertraline they got much light and I might only spot for a day or 2. Stop the adderall and they come back. I did see an increase in anxiety and depression symptoms but cannot attribute it completely to Kyleena as there were other situational, environmental, medical and physical factors involved.  As far as BC goes this sucker is solid tho."
0,I have had the IUD in for 4 months. For the first three months I had severe stomach pains that were debilitating (I was on vacation - I still today have stomach pains and have to take at least 2 pain relievers a day. I have bled heavily from the start (I never had long or heavy periods in my life). I have noticed my weight has gone up and is so so hard to lose weight. I am constantly bloated and my boobs have grown two cup sizes up. I have been so tired for the past 4 months (I have gotten used to this fatigue) and in terrible moods. Booked in for removal.
1,"I've had my Kyleena for over 3 years and had it taken out almost 2 weeks ago. Please keep in mind everyone is different, and this is my personal experience. I loved Kyleena when I first got it and the duration for the following reasons. My acne got better, eventually my periods would either not show up or be very short like 2-3 days, I no longer experienced much cramping, and I didn't have any complications. Yes, the application and removal HURT! but only for a few moments. Now the negative effects that I experience were weight gain, severe irritability,  varied lengths of depression episodes, and insomnia. Having taken it out I've been slightly more emotional and sensitive, but I'm assuming that's my hormones. However I've had an extreme burst of energy since it's been removed. I do recommend it, but beware the moods."
1,"I just got my Kyleena iud removed after 4.5 years. Once inserted, I spotted for about 30 days and never had another period for the duration of having Kyleena. I got the MOST PAINFUL ovarian cyst and it took about 3 months to go away. Worst. Pain. Ever. Then my skin went from dry to OILY. So oily. Especially my eyelids. Then I developed eczema on my eyelids due to the excess oil production. I lost hair by the chunks. My hair is about 1/4 of the thickness it use to be 4.5 years prior. I gained about 5lbs per YEAR. So I was 120 when inserted and the heaviest I got was 150 around year 4 and then started exercising and eating healthy and the lowest I could get down to was 140 (which was SO HARD, it was not hard for me prior to Kyleena) I nearly completely lost my sex drive and became very detached emotionally around year 3-4. Now after 24 hours after removal and I’m having the weirdest uterine spasms and light withdraw bleeding. Removal was very very easy and painless."
0,"I have had this IUD for a year and a half. The insertion was unbearable. IMO pushing a whole baby out of my vagina was less painful (probably bc I was able to take real pain meds instead of a low dose of iBuprofen). I have “spotted” the entire time. My gynecologist even prescribed pills and IB to stop the bleeding, which it did, but maybe only for a week. I have periodic slight cramping, even when I’m not on my period and occasional clotting discharge. About a month ago, my breasts were so sore they felt like they were on fire. They have never felt like that since I was pregnant, so of course I was terrified and took a pregnancy test. Thank goodness I wasn’t pregnant! But still scary. The main reason I decided to have the IUD inserted was to hopefully have no periods. My regular periods without birth control were light and only lasted 3 days. Now I have been bleeding for almost 2 years straight. I plan to have this removed very soon and use a different birth control method."
0,"I have had Kyleena in since 2017. The insertion wasn’t terrible, I felt cramps during insertion but then was given meds and had cramps for the remainder of the day. I did have periods while having it and my cramps (which were pretty much non-existent before Kyleena) were extremely painful right before I would get my period. I experienced extreme side-effects from having the IUD such as weight loss, depression, and severe anxiety. I will say I never had a problem with getting pregnant as the IUD did it’s job. I will be getting it out in April due to the side-effects I can just not deal with anymore. I honestly do not recommend this to anyone at a younger age as I got mine when I was 16 and it is still effecting my mood everyday, even when I’m not on my period. It worked for not getting my pregnant but the side-effects are just not worth it."
